PART_NO,KPDS,CAR_CLASS,PIDT,REPAIR_TYPE,TYPE_CODE,CONSTRUCT_NAME
07695WG799,螺母,A0-SEDAN,18-Mar-14,维修,机能件,标准件
05695WJ924,车轮螺母,B-MPV,1-Jan-99,维修,机能件,标准件
06695XQEE8,车轮螺母,B-SEDAN,12-Sep-19,维修,机能件,标准件
369430798,螺母,B-SEDAN,1-Jan-99,维修,机能件,标准件
04694TEEE9,螺母,B-SUV,1-Jan-99,维修,机能件,标准件
04694W6ZE8,螺母,B-SEDAN,20-Dec-07,维修,机能件,标准件
03694WH599,螺母,A-SEDAN,1-Jan-99,维修,机能件,标准件
05693WF798,自锁螺母,B-SEDAN,1-Jan-99,维修,机能件,标准件
05691WF798,螺母,B-SEDAN,17-Oct-01,维修,机能件,标准件
05691WQE99,螺母,A-SEDAN,10-Jul-13,维修,机能件,标准件
07691WDA99,螺母,B-SEDAN,9-Apr-13,维修,机能件,标准件
06690XVX99,螺母,B-SEDAN,13-Jan-18,维修,机能件,标准件
08678WI999,上球头销螺母,B-SUV,1-Jan-99,维修,机能件,标准件
04668W6C99,螺母,B-SEDAN,30-Aug-05,维修,机能件,标准件
08668WH499,弹性螺母,B-SEDAN,1-Jan-99,维修,机能件,标准件
09641X3SE9,螺栓,B-SEDAN,7-Jun-16,维修,机能件,标准件
07636WHEE9,槽顶螺母,B-MPV,30-Jul-02,维修,机能件,标准件
02635WK999,自锁螺母,B-SEDAN,1-Aug-18,维修,机能件,标准件
05629WNE99,自锁螺母,B-SEDAN,17-Oct-07,维修,机能件,标准件
04618W5Q99,车轮螺母,B-SEDAN,24-Oct-00,维修,机能件,标准件
06617WXPE9,螺母,A-SEDAN,22-Apr-14,维修,机能件,标准件
08558TSE98,垫圈,B-SUV,30-Jul-02,维修,机能件,标准件
09557T1EE9,垫圈,B-SUV,24-Oct-00,维修,机能件,标准件
0652840G99,衬垫,B-SEDAN,8-Jul-16,维修,机能件,标准件
08528TA2E9,密封垫,B-SUV,1-Jan-99,维修,机能件,标准件
01528VKV99,放油口垫,B-SEDAN,22-Jun-05,维修,易损件,标准件
08498WR599,带垫圈螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
01498WW1E9,垫片,A0-SUV,24-Oct-00,维修,机能件,标准件
02448WEE99,垫片,A-SEDAN,19-Mar-03,维修,机能件,标准件
09434XD499,夹子,B-SEDAN,9-Aug-16,维修,机能件,标准件
053984E7E9,固定架,B-SEDAN,10-Jul-13,维修,机能件,标准件
04398V39Y9,弹簧圈,B-SEDAN,24-Sep-07,维修,机能件,标准件
08398W6999,垫圈,B-SEDAN,11-Nov-04,维修,机能件,标准件
09398W15E9,发动机盖撑杆索眼,B-MPV,1-Jan-99,维修,机能件,标准件
09398WRK99,夹子,B-SEDAN,27-Aug-14,维修,机能件,标准件
08397XE999,隔板上夹,B-MPV,17-Oct-07,维修,机能件,标准件
02384W4E99,孔塞,B-SEDAN,6-Jun-04,维修,机能件,标准件
07364VZ999,管夹子,B-SEDAN,1-Jan-99,维修,机能件,标准件
07364WR5E9,油管胶钉,B-SUV,9-Aug-16,维修,机能件,标准件
01349WCC99,索环,B-MPV,3-Jun-14,维修,机能件,标准件
634846199,制动软管卡夹,B-SEDAN,1-Jan-99,维修,机能件,标准件
06348X7R99,卡夹,B-SEDAN,10-Jul-13,维修,机能件,标准件
08348XE999,固定扣,B-SUV,17-Oct-07,维修,机能件,标准件
09348XLE99,车门密封胶条夹,B-SEDAN,5-Aug-16,维修,机能件,标准件
03348XDE99,卡箍,A0-SEDAN,5-Jun-20,维修,机能件,标准件
04342WE499,侧围饰条扣夹,B-MPV,30-Jul-02,维修,机能件,标准件
07334WF799,绒布胶钉,B-SEDAN,5-Aug-16,维修,机能件,标准件
07334WF799,绒布胶钉,B-MPV,26-Aug-16,维修,机能件,标准件
07333WE999,绒布胶钉,A0-SEDAN,10-Nov-03,维修,机能件,标准件
02333WE999,夹子,A-SEDAN,3-Jun-14,维修,机能件,标准件
09333WHEE9,卡夹,B-SEDAN,30-Jul-02,维修,机能件,标准件
08333XHP99,夹子,B-SEDAN,16-May-16,维修,机能件,标准件
05332W9H99,绒布胶钉,B-SEDAN,13-Jan-18,维修,机能件,标准件
02332W9H99,绒布胶钉,A0-SEDAN,17-Oct-01,维修,机能件,标准件
04332W9H99,绒布胶钉,A0-SUV,26-Aug-16,维修,机能件,标准件
09332WHEE9,行李箱卡箍,A0-SEDAN,17-Sep-05,维修,机能件,标准件
03332WHEE9,行李箱卡箍,A-SEDAN,18-Jul-18,维修,机能件,标准件
01332WAD99,绒布胶钉,B-SEDAN,5-Aug-16,维修,机能件,标准件
03332X7E99,绒布胶钉,B-SEDAN,9-Jan-15,维修,机能件,标准件
03332XG9Y9,行李箱卡箍,A-SEDAN,2-Jun-15,维修,机能件,标准件
05330X3EN9,夹子,B-SEDAN,3-Jun-14,维修,机能件,标准件
08328W9H99,车顶卡扣7MM,B-SEDAN,23-May-17,维修,机能件,标准件
08328XKK99,底护板固定扣,B-SEDAN,13-Jan-18,维修,机能件,标准件
01327WSF99,保持架,B-MPV,3-Jun-14,维修,机能件,标准件
08326XC7E9,夹子,B-SEDAN,9-Apr-13,维修,机能件,标准件
08325XC7E9,销子,B-SEDAN,9-Apr-13,维修,机能件,标准件
08323XJ999,清洗液管扣夹,B-SEDAN,15-May-08,维修,机能件,标准件
02318WNP99,内弹簧圈,B-SEDAN,22-Aug-07,维修,机能件,标准件
08317WF999,螺母架,B-SEDAN,1-Jan-99,维修,机能件,标准件
02313WH499,组合仪表线束卡箍,B-SUV,30-Jul-02,维修,机能件,标准件
08295TSE99,键,B-SUV,30-Jul-02,维修,机能件,标准件
05294TX999,销子,A-SEDAN,1-Jan-99,维修,机能件,标准件
02174X7E99,垫圈,B-SEDAN,10-Jul-13,维修,机能件,标准件
01146WNEE9,铆钉,A0-SEDAN,22-Aug-07,维修,机能件,标准件
07146WQI99,铆钉,B-SEDAN,17-Jun-09,维修,机能件,标准件
04146WDXK9,铆钉,B-SEDAN,2-Jun-15,维修,机能件,标准件
08143XV9E9,孔塞,B-SEDAN,9-Apr-13,维修,机能件,标准件
01942WV699,半轴轴承,B-SEDAN,17-Oct-01,维修,机能件,标准件
0479447J99,"油封,35X57X8",A-SEDAN,6-Aug-14,维修,易损件,易损件
057944J199,橡胶油封,B-SEDAN,9-May-13,维修,易损件,易损件
07794TQ6E9,油封,A0-SEDAN,2-Nov-00,维修,易损件,易损件
05794TQ6F9,油封,A0-SUV,24-Sep-07,维修,易损件,易损件
03794VX599,橡胶油封,B-SEDAN,9-May-13,维修,易损件,易损件
0279347J99,"油封,35X55X8",A-SEDAN,9-Sep-14,维修,易损件,易损件
02793TB499,油封,B-SEDAN,1-Jan-99,维修,易损件,易损件
07793VE799,油封,A-SEDAN,20-Aug-08,维修,易损件,易损件
03793VGX99,油封,B-SEDAN,19-Mar-03,维修,易损件,易损件
02792T2D99,油封,A-SEDAN,24-Oct-00,维修,易损件,易损件
04792TAV99,油封,A0-SEDAN,19-Mar-03,维修,易损件,易损件
03792VX599,橡胶油封,B-SEDAN,9-May-13,维修,易损件,易损件
679038799,油封,B-SEDAN,7-Dec-99,维修,易损件,易损件
0878740F99,油封,B-SEDAN,19-May-16,维修,易损件,标准件
07787TEEE9,油封,B-MPV,14-Sep-99,维修,易损件,标准件
09787V29E9,油封,B-SEDAN,10-Jul-13,维修,易损件,标准件
03787VF999,油封,A-SEDAN,7-May-12,维修,易损件,标准件
01787VSEE9,油封,B-SEDAN,22-Aug-07,维修,易损件,标准件
09786TX999,油封,B-MPV,1-Jan-99,维修,易损件,易损件
05786VPK99,油封,B-SEDAN,24-Oct-00,维修,易损件,易损件
077854EEC9,油封,B-SEDAN,19-May-16,维修,易损件,易损件
057854V6L9,油封，80X94X8,A-SEDAN,5-Mar-14,维修,易损件,易损件
08785TAEC9,油封,A0-SUV,30-Jul-02,维修,易损件,易损件
06785V29E9,油封,B-SEDAN,30-Jul-02,维修,易损件,易损件
04750TSG99,动力转向密封圈,B-SUV,30-Jul-02,维修,机能件,易损件
05750V59E9,动力转向密封圈,B-SUV,17-Oct-07,维修,机能件,易损件
016984V2E9,O形圈,A0-SEDAN,18-Mar-14,维修,机能件,易损件
01698T1EE9,Ｏ型圈,B-SEDAN,24-Oct-00,维修,机能件,易损件
07698V59E9,Ｏ形圈,B-SUV,17-Oct-07,维修,机能件,易损件
026974E7E9,Ｏ型圈,B-SUV,10-Jul-13,维修,机能件,易损件
06697TGE99,Ｏ形圈,B-MPV,17-Oct-01,维修,机能件,易损件
05697TSE99,Ｏ形圈,B-SEDAN,30-Jul-02,维修,机能件,易损件
07697V59E8, Ｏ形圈,B-MPV,17-Oct-07,维修,机能件,易损件
05697VHZN9,Ｏ型圈,B-SEDAN,22-Aug-07,维修,机能件,易损件
03697VINA9,Ｏ形圈,A0-SUV,19-Mar-03,维修,机能件,易损件
02697VSE99,Ｏ型圈,A-SEDAN,18-Nov-05,维修,机能件,易损件
02697VDT99,Ｏ型圈,A-SEDAN,10-Jul-13,维修,机能件,易损件
066944E7E9,Ｏ型圈,B-MPV,10-Jul-13,维修,机能件,易损件
096924E7E9,O型圈,B-MPV,30-Oct-13,其它,召回件,易损件
056924ECL9,O型圈,A-SEDAN,4-Jul-18,其它,召回件,易损件
096924V8N9,O形圈，5.95X3.45,B-SEDAN,17-May-14,维修,机能件,易损件
056914ECL9,Ｏ型圈,A-SEDAN,4-Jul-18,维修,机能件,易损件
09691TP899,Ｏ形圈,B-SEDAN,24-Oct-00,维修,机能件,易损件
03691TA599,Ｏ型圈,B-SEDAN,30-Jul-02,维修,机能件,易损件
05691VGEE9,Ｏ型圈,B-SEDAN,30-Jul-02,维修,机能件,易损件
08690TB599,０形圈,B-SEDAN,1-Jan-99,维修,机能件,易损件
08688TE099,０形圈,B-SEDAN,17-Mar-05,维修,机能件,易损件
09687T9E99,节温器垫胶,B-MPV,1-Jan-99,维修,机能件,易损件
04685TL299,０形圈,B-SEDAN,2-Dec-11,维修,机能件,易损件
08685TV2E9,O形圈,B-SUV,9-May-13,维修,机能件,易损件
04684TSE99,Ｏ形圈,B-SUV,30-Jul-02,维修,机能件,易损件
07680TEEE9,０形圈,B-SEDAN,1-Jan-99,维修,机能件,易损件
04673TQ499,Ｏ形圈,B-SUV,17-Oct-07,维修,机能件,易损件
03666TSE99,Ｏ型圈,B-SEDAN,30-Jul-02,维修,机能件,易损件
04655TSG99,密封垫,B-MPV,30-Jul-02,维修,机能件,易损件
09654TEEE9,Ｏ形圈,B-MPV,24-Oct-00,维修,机能件,易损件
05654V59T9,Ｏ形圈,B-SUV,31-Oct-05,维修,机能件,易损件
02653TQE99,Ｏ形圈,B-MPV,30-Jul-02,维修,机能件,易损件
08653V59E9,Ｏ形圈,B-SUV,17-Oct-07,维修,机能件,易损件
04652TEEE9,Ｏ形圈,B-SUV,1-Jan-99,维修,机能件,易损件
03652TQE99,Ｏ形圈,B-SEDAN,30-Jul-02,维修,机能件,易损件
05651T7E99,Ｏ形圈,B-SUV,1-Jan-99,维修,机能件,易损件
04651V59E9,Ｏ形圈,B-SUV,17-Oct-07,维修,机能件,易损件
07650TSG99,密封圈,B-SEDAN,1-Nov-05,维修,机能件,易损件
03650TSGN9,密封圈,B-MPV,30-Jul-02,维修,机能件,易损件
03650VEEE9,密封圈,B-MPV,30-Jul-02,维修,机能件,易损件
09629WZ599,Ｏ形圈,B-MPV,1-Jan-99,维修,机能件,易损件
04629XE999,Ｏ形圈,B-SUV,17-Oct-07,维修,机能件,易损件
02592VAGE9,管夹子,B-SEDAN,9-May-13,维修,机能件,标准件
09498T1EE9,螺钉,A0-SUV,24-Oct-00,维修,机能件,标准件
01498W9599,内挡泥板胶钉,A-SEDAN,17-Oct-01,维修,机能件,标准件
04498W2999,后风挡玻璃魔术扣Ｂ,B-SEDAN,20-Apr-04,维修,钣金件,标准件
01498WQ599,卡夹,B-MPV,30-Jul-02,维修,机能件,标准件
06498WW1E9,螺钉,B-SUV,30-Jul-02,维修,机能件,标准件
05498WXP99,螺钉,A-SEDAN,1-Jan-99,维修,机能件,标准件
04498XQEE9,管夹,B-SEDAN,13-Jan-18,维修,机能件,标准件
03497XJ999,三角窗饰件扣,A0-SEDAN,15-May-08,维修,机能件,标准件
06496X7EE9,卡箍,B-SEDAN,10-Jul-13,维修,机能件,标准件
06496XQ999,保持架,B-SEDAN,12-Sep-19,维修,机能件,标准件
02496XQCL9,卡箍,B-SEDAN,12-Sep-19,维修,机能件,标准件
02494WNE99,卡箍,B-SUV,5-Apr-12,维修,机能件,标准件
05494XEI99,紧固件,B-SEDAN,19-Jul-18,维修,机能件,标准件
07494XFE99,底盖卡扣,B-SEDAN,23-May-17,维修,机能件,标准件
03494XC799,夹子,B-SEDAN,27-Aug-14,维修,机能件,标准件
02493W5299,后侧窗玻璃卡夹,A0-SEDAN,20-Apr-04,维修,机能件,标准件
03488XXE99,夹子,A0-SEDAN,5-Jun-20,维修,机能件,标准件
05487V7898,内挡泥板胶钉,B-SEDAN,4-Nov-13,维修,机能件,标准件
02487WEE99,三角窗饰件扣,A-SEDAN,9-Apr-13,维修,机能件,标准件
08487WIH99,卡夹,B-SUV,11-Nov-04,维修,机能件,标准件
07487WIQX9,三角窗饰件扣,A-SEDAN,19-Mar-03,维修,机能件,标准件
09487WV699,管夹,A-SEDAN,9-Jul-99,维修,机能件,标准件
05487X7E99,三角窗饰件扣,A-SEDAN,10-Jul-13,维修,机能件,标准件
09487X0EX9,卡夹,A0-SEDAN,2-Jun-15,维修,机能件,标准件
01486W2999,夹子,B-SEDAN,12-Jul-12,维修,机能件,标准件
08486WNP99,夹子,A-SEDAN,14-Oct-09,维修,机能件,标准件
02486X9EE7,夹子,B-SEDAN,12-Sep-19,维修,机能件,标准件
09486XFEE9,夹子,A-SEDAN,18-Jul-18,维修,机能件,标准件
06486XFEE8,夹子,A-SEDAN,27-Sep-17,维修,机能件,标准件
03485X9EE9,卡扣,B-SEDAN,12-Sep-19,维修,机能件,标准件
02485X4E99,侧裙边卡夹,B-SEDAN,13-Jan-18,维修,机能件,标准件
02482WI999,外下夹,B-SEDAN,1-Feb-00,维修,机能件,标准件
02481W8999,卡环,A0-SUV,30-Jul-02,维修,机能件,标准件
04481WR599,卡环,B-SUV,30-Jul-02,维修,机能件,标准件
03479WR5G9,发动机罩盖橡胶密封夹,B-SUV,1-Jan-99,维修,机能件,标准件
04479X7NL9,发罩盖橡胶密封夹,A-SEDAN,10-Jul-13,维修,机能件,标准件
06479X3HL9,夹子,A0-SEDAN,18-Mar-14,维修,机能件,标准件
04469XC799,夹子,B-SEDAN,26-Aug-16,维修,机能件,标准件
08459W9E99,线束箍,B-SEDAN,17-Oct-01,维修,机能件,标准件
07459WXP99,天窗排水管扣夹,B-SEDAN,21-Jun-07,维修,机能件,标准件
04459XE999,线束箍,B-SEDAN,17-Oct-07,维修,机能件,标准件
03459XEE99,线束夹,B-SEDAN,16-Oct-15,维修,机能件,标准件
01458W9E99,线束箍,B-SEDAN,17-Oct-01,维修,机能件,标准件
04457WSE99,线束箍,B-SEDAN,21-Jun-07,维修,机能件,标准件
08455XQE99,2VG圆形卡扣,B-SEDAN,12-Sep-19,维修,机能件,标准件
04454WI999,卡夹,A0-SEDAN,30-Jul-02,维修,机能件,标准件
02452XD4E9,发动机盖板卡扣,B-SUV,26-Aug-16,维修,机能件,标准件
03451W6S99,储液罐管管夹,B-SEDAN,17-Oct-01,维修,机能件,标准件
01451W4E99,储液罐管管夹,B-MPV,23-Oct-08,维修,机能件,标准件
01451WV699,管夹,B-MPV,30-Jul-02,维修,机能件,标准件
09451XV9E9,夹子,B-SEDAN,27-Aug-14,维修,机能件,标准件
04451XD4E9,发动机盖板锁扣,B-SUV,26-Aug-16,维修,机能件,标准件
09449W4999,尾门饰件胶钉,B-MPV,25-Sep-06,维修,机能件,标准件
05444W7V99,传感器夹,B-SEDAN,15-May-08,维修,机能件,标准件
01444X4VE9,传感器夹,A0-SEDAN,18-Mar-14,维修,机能件,标准件
03444XG5L9,卡扣,A0-SUV,22-Mar-19,维修,机能件,标准件
02441T1GE9,线束箍,A0-SEDAN,24-Oct-00,维修,机能件,标准件
03441WIE99,卡夹,B-SEDAN,10-Jul-13,维修,机能件,标准件
01441WX499,线束箍,B-SEDAN,1-Jan-99,维修,机能件,标准件
01439W9599,固定夹,B-SEDAN,1-Jan-99,维修,机能件,标准件
07439W15E9,门饰板胶钉,B-MPV,1-Jan-99,维修,机能件,标准件
02439W0EE9,门饰板胶钉,B-SEDAN,17-Oct-01,维修,机能件,标准件
04439WHEE9,固定夹,B-SEDAN,17-Oct-07,维修,机能件,标准件
04439WQN99,车门内饰板固定夹,B-SEDAN,17-Oct-07,维修,机能件,标准件
06439WQNN9,门饰板胶钉,B-SEDAN,17-Oct-07,维修,机能件,标准件
09439WDA99,门饰板胶钉,B-SEDAN,7-May-12,维修,机能件,标准件
04439WDAN9,柱装饰件固定钉,B-SEDAN,7-May-12,维修,机能件,标准件
09439XK8X9,卡夹,B-SEDAN,19-Mar-03,维修,机能件,标准件
07439XV9N8,车门内饰板固定夹,B-SEDAN,9-Apr-13,维修,机能件,标准件
02438W15E7,后板固定钉,A0-SEDAN,26-Aug-16,维修,机能件,标准件
05438WNH99,夹子,B-SEDAN,16-May-16,维修,机能件,标准件
04438WT9K9,管夹,B-SEDAN,17-Oct-07,维修,机能件,标准件
01438X5K99,车门密封胶条夹,B-SEDAN,5-Aug-16,维修,机能件,标准件
02438X5KN9,卡箍,B-SUV,1-Feb-13,维修,机能件,标准件
06438X4LL9,夹子,A-SEDAN,18-Mar-14,维修,机能件,标准件
06438X1SX9,车门内饰板固定夹,B-SEDAN,21-Jan-16,维修,机能件,标准件
04438XE9E8,固定扣,B-MPV,22-Aug-07,维修,机能件,标准件
07438XE4E8,固定夹,A-SEDAN,9-Aug-16,维修,机能件,标准件
02438XZ8I8,车门内饰板固定夹,A0-SUV,1-Feb-13,维修,机能件,标准件
04437W9BE9,夹子,B-SEDAN,30-Jul-02,维修,机能件,标准件
03436X7N99,车门饰板固定夹,B-SEDAN,10-Jul-13,维修,机能件,标准件
03436XK2E9,夹子,B-SEDAN,23-May-17,维修,机能件,标准件
08433WT999,固定夹,B-MPV,1-Jan-99,维修,机能件,标准件
01432WV798,夹子,B-SEDAN,17-Jun-09,维修,机能件,标准件
08431W0Z99,车门挡风玻璃扣钉,A0-SEDAN,15-May-08,维修,机能件,标准件
04431WNE99,车门挡风玻璃夹,B-SEDAN,17-Oct-07,维修,机能件,标准件
06431WV799,车门密封胶条夹,B-MPV,1-Jan-99,维修,机能件,标准件
08431XE499,卡箍,B-SEDAN,2-Aug-10,维修,机能件,标准件
02431XFXL9,钉柱,A-SEDAN,19-Jul-18,维修,机能件,标准件
07431XV999,车门密封胶条夹,B-SEDAN,10-Jul-13,维修,机能件,标准件
08429W9599,夹子,B-MPV,1-Jan-99,维修,机能件,标准件
01429WHEE9,Ｔ卡夹,B-SEDAN,30-Jul-02,维修,机能件,标准件
09429X4EN9,夹子,A0-SEDAN,18-Mar-14,维修,机能件,标准件
03429XE999,双头螺柱Ｔ卡夹Ａ,B-MPV,18-Oct-10,维修,机能件,标准件
09429XZEE9,夹子,B-SEDAN,13-Jan-18,维修,机能件,标准件
05428WHEE9,Ｔ卡夹,B-MPV,30-Jul-02,维修,机能件,标准件
07428X4EN9,夹子,A0-SEDAN,18-Mar-14,维修,机能件,标准件
01428XE999,双头螺柱Ｔ卡夹Ｂ,B-MPV,18-Oct-10,维修,机能件,标准件
05427WXPE9,前侧模件夹,B-SEDAN,2-Aug-10,维修,机能件,标准件
06426WQI98,夹子,B-MPV,17-Jun-09,维修,机能件,标准件
05421X9E99,夹子,B-MPV,3-Jun-14,维修,机能件,标准件
08406X7EK9,燃油管箍,B-SEDAN,10-Jul-13,维修,机能件,标准件
04405WSEE9,燃油加注管卡夹,A-SEDAN,22-Aug-07,维修,机能件,标准件
05398T1EE9,垫片,A0-SUV,24-Oct-00,维修,机能件,标准件
04398WW1E9,塑料卡扣,B-SUV,30-Jul-02,维修,机能件,标准件
03396W0E99,防尘套,A-SEDAN,6-Jun-04,维修,机能件,标准件
02395WSEE9,护圈,A0-SEDAN,23-Oct-08,维修,机能件,标准件
05393X9E99,孔塞,B-SEDAN,18-Mar-14,维修,机能件,标准件
05389WQI99,孔塞,B-MPV,17-Jun-09,维修,机能件,标准件
03388W4E99,前雨刮臂螺母帽,B-SEDAN,19-Mar-03,维修,机能件,标准件
03388XE999,车底板塞子,B-SEDAN,17-Oct-07,维修,机能件,标准件
02387XE999,车底板塞子,B-SEDAN,17-Oct-07,维修,机能件,标准件
07386X7E99,地板孔塞,B-SEDAN,3-Jun-14,维修,机能件,标准件
02373WXPE9,尾灯索眼,B-SEDAN,2-Aug-10,维修,机能件,标准件
08097W7B99,线束贴片,B-SEDAN,17-Oct-01,维修,机能件,标准件
01097W6S99,线束贴片,B-SEDAN,17-Oct-01,维修,机能件,标准件
559593987,带垫圈螺栓,B-SEDAN,30-Jul-02,维修,机能件,标准件
859593985,带垫圈螺栓,B-SEDAN,30-Jul-02,维修,机能件,标准件
559493983,带垫圈螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
259493983,带垫圈螺栓,B-SEDAN,21-Jan-16,维修,机能件,标准件
359493983,带垫圈螺栓,B-SEDAN,19-Mar-03,维修,机能件,标准件
459493979,带垫圈螺栓,B-SEDAN,11-Jan-08,维修,机能件,标准件
959493974,平垫螺栓,B-SEDAN,18-Nov-05,维修,机能件,标准件
959493974,带垫圈螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
659291979,带垫圈螺栓,B-SUV,5-Aug-16,维修,机能件,标准件
139994991,平头螺钉,B-SEDAN,30-Jul-02,维修,机能件,标准件
639993985,平头螺钉,B-SEDAN,1-Jan-99,维修,机能件,标准件
610794987,平垫螺钉,B-SEDAN,16-Jul-03,维修,机能件,标准件
209877779,自攻螺钉,B-SEDAN,1-Jan-99,维修,机能件,标准件
309677779,自攻螺钉,B-SEDAN,17-Oct-01,维修,机能件,标准件
04096777N9,自攻螺钉,B-SEDAN,12-Jul-12,维修,机能件,标准件
08096776N9,自攻螺钉,B-SEDAN,6-Jun-04,维修,机能件,标准件
809674679,自攻螺钉,B-SEDAN,30-Jul-02,维修,机能件,标准件
01096576N9,自攻螺钉,B-MPV,1-Jan-99,维修,机能件,标准件
509655519,自攻螺钉,B-SEDAN,28-Sep-04,维修,机能件,标准件
309654519,自攻螺钉,B-SEDAN,19-Mar-03,维修,机能件,标准件
908685579,自攻螺钉,B-SEDAN,1-Jan-99,维修,机能件,标准件
108675779,自攻螺钉,B-SEDAN,1-Jan-99,维修,机能件,标准件
09086757N9,自攻螺钉,B-SEDAN,2-Dec-04,维修,机能件,标准件
09086747K9,自攻螺钉,B-SEDAN,28-Aug-08,维修,机能件,标准件
896989919,六角螺母,A0-SEDAN,1-Jan-99,维修,机能件,标准件
894994919,凸缘螺母,B-SEDAN,1-Jan-99,维修,机能件,标准件
794987919,法兰螺母,B-MPV,1-Jan-99,维修,机能件,标准件
789079999,放油口垫,B-SEDAN,1-Jan-99,维修,易损件,保养
388889199,弹簧垫圈,B-SEDAN,1-Jan-99,维修,机能件,标准件
879879819,销子,A0-SEDAN,1-Jan-99,维修,机能件,标准件
469885799,销子,B-SEDAN,1-Jan-99,维修,机能件,标准件
699759269,管夹,B-SEDAN,15-Apr-16,维修,机能件,标准件
499758999,管卡箍,B-SEDAN,17-Oct-01,维修,机能件,标准件
244884999,密封塞,B-SEDAN,14-Sep-99,维修,机能件,标准件
929893985,法兰螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
829893983,法兰螺栓,B-SEDAN,28-Sep-04,维修,机能件,标准件
729893979,法兰螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
729893974,法兰螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
129893969,法兰螺栓,B-SEDAN,22-Aug-07,维修,机能件,标准件
329893954,凸缘螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
329891983,法兰螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
729891964,法兰螺栓,B-SEDAN,24-Oct-00,维修,机能件,标准件
529889949,法兰螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
329989944,螺栓,B-SEDAN,22-Aug-07,维修,机能件,标准件
029204484K,火花塞,B-MPV,1-Jan-99,通竞,火花塞,保养
0892F4382T,火花塞,B-SEDAN,30-Jul-02,通竞,火花塞,保养
0392F4382A,火花塞,B-MPV,28-Sep-04,通竞,火花塞,保养
0692F438FA,火花塞,A0-SEDAN,14-Oct-08,通竞,火花塞,保养
